id,Timestamp,Original statement,Actor,Restated,Date of publication,Source URL,Source name,Source type,Year,X,Y,Issue,filter,Opinion,Opinion
569,1/13/2025 12:14:26,Energiø Nordsøen tager nu form - på land. Højspændingsstationer på land er en lige så vigtig del af den grønne omstilling som hundredvis af imponerende vindmøller langt ude på havet.,Energinet,"energinet emphasizes that high-voltage stations on land are just as crucial to the green transition as the hundreds of impressive wind turbines far out at sea. these land-based high-voltage stations are essential for connecting the electricity generated by the energy island in the north sea to the onshore electrical grid, playing a pivotal role in the success of the energy island projects.",1/1/2023,https://dk.linkedin.com/posts/energinet-dk_1930-12-apr-2022-tv-syd-activity-6919884110085677057-j9DB?trk=public_profile,LinkedIn,Social media,2023,1218.704956,-245.353271,Uncertainty about High Voltage Direct Current (HVDC) technology.,True,positive,positive
570,1/13/2025 12:16:56,Måske kunne nogle gamle platforme ombygges ... under alle omstændigheder bør der udføres et CCECC på projektet 😎,Other,"perhaps some old platforms could be repurposed for the energy island project. in any case, a comprehensive carbon, cost, energy, and circularity calculation (ccecc) should be conducted for the project to ensure its feasibility and sustainability.",1/1/2022,https://www.linkedin.com/posts/energistyrelsen_dkgreen-energi%C3%B8-gr%C3%B8nomstilling-activity-6763060557558931456-yTGo/?originalSubdomain=dk,LinkedIn,Social media,2022,1216.629395,-1257.057129,Sourcing and recycling the materials to build the energy islands.,True,positive,positive
571,1/13/2025 12:18:41,At udbygge kapacitet med noget der behøver back up også. Er noget vrøvl.,Other,expanding capacity with a system that requires backup is complete nonsense.,1/1/2022,https://www.linkedin.com/posts/energistyrelsen_dkgreen-energiø-grønomstilling-activity-6763060557558931456-yTGo/,LinkedIn,Social media,2022,2829.859619,710.696899,Energy security: will we have a stable energy supply?,True,negative,negative
572,1/13/2025 12:19:33,"Revsing i Vejen Kommune er ""et stærkt sted i elnettet"", siger Hanne Storm Edlefsen, og det er en af grundene til, at Energinet nu peger på Revsing som et godt sted at koble strøm fra Energiø Nordsøen til elnettet på land.",Other,"revsing in vejen municipality is a ""strong point in the electricity grid,"" which is one of the key reasons energinet is now designating revsing as a suitable location to connect electricity from the north sea energy island to the onshore electricity grid.",1/1/2023,https://dk.linkedin.com/posts/energinet-dk_1930-12-apr-2022-tv-syd-activity-6919884110085677057-j9DB?trk=public_profile,LinkedIn,Social media,2023,-456.226074,115.410744,Energy security: will we have a stable energy supply?,True,Positive,Positive
573,1/13/2025 12:40:27,"Energiøen kommer til at sætte nye standarder for ingeniørkunst, innovation og tværfagligt samarbejde. En utroligt spændende, men også meget kompleks implementeringsopgave, som vi glæder os til at tage fat på.
 
Det bliver Danmarkshistoriens største anlægsprojekt med en estimeret samlet anlægssum på 210 mia. kr. svarende til ca. fire Femernbælt-forbindelser.
 
Projektet rummer et enormt teknologisk udviklingspotentiale inden for den grønne omstilling, havvind, marineteknologi, energilagring og Power to X. 
 
Med potentiale til at blive Danmarks næste vindeventyr vil det bidrage til at opbygge ny viden og værdifulde erfaringer, der på sigt skal hjælpe Danmark og resten af verden på rejsen mod klimaneutralitet.",Other,"the energy island will set new standards for engineering, innovation, and interdisciplinary collaboration. it's an incredibly exciting, but also very complex, implementation task that we look forward to tackling.

it will be denmark’s largest infrastructure project in history, with an estimated total construction cost of 210 billion dkk, equivalent to about four femern belt connections.

the project holds enormous technological development potential within the green transition, offshore wind, marine technology, energy storage, and power to x.

with the potential to become denmark's next wind energy adventure, it will contribute to building new knowledge and valuable experiences that, in the long term, will help denmark and the rest of the world on the journey toward climate neutrality.",6/24/2021,https://dk.linkedin.com/posts/sweco_sweco-bliver-teknisk-r%C3%A5dgiver-for-danmarks-activity-6814059618625449984-dqy4,LinkedIn,Social media,2021,556.373779,276.093811,Are energy islands a good investment for innovation and economic growth?,True,Positive,Positive
574,1/13/2025 13:04:58,"Bornholm har længe været kendt under navnet ’Solskinsøen’, men sammen med Energistyrelsen, har vi i Energinet  store ambitioner for øen, som vil give den et helt nyt alias: Energiø",Other,"bornholm has long been known as the ""sunshine island,"" but together with the danish energy agency, we at energinet have great ambitions for the island, which will give it a whole new alias: energy island.",11/29/2021,https://www.linkedin.com/posts/marian-kaagh-2ab23313_fra-solskins%C3%B8-til-energi%C3%B8-bornholm-har-activity-6871080305453785088-bKt9,LinkedIn,Social media,2021,-2865.24707,-763.19281,None,True,positive,positive
575,1/13/2025 13:08:15,Advarer mod hasteværk med energiø Nordsøen- Det er ikke altid det bedste at have travlt,Other,"they're warning against rushing the north sea energy island project. sometimes, it's just not the best approach to hurry things along",8/3/2023,https://www.linkedin.com/posts/michael-havbro-faber-22898414_advarer-mod-hastv%C3%A6rk-med-energi%C3%B8-nords%C3%B8en-activity-7092898992287531008-CnVQ?trk=public_profile_like_view,LinkedIn,Social media,2023,850.465515,-1001.320618,Do we have the right assessment criteria to evaluate if energy islands are a good idea?,True,negative,negative
576,1/13/2025 13:11:59,Jeg kan garantere spændende udfordringer og god stemning på Øen,Other,i can guarantee exciting challenges and a great atmosphere on the island,1/26/2023,https://dk.linkedin.com/posts/anne-b%C3%B8gh-johansen-a4986123_hse-ansvarlig-til-danmarks-f%C3%B8rste-energi%C3%B8-activity-7024450150152433665-XJfu,LinkedIn,Social media,2023,1410.74353,-1556.79187,None,True,positive,positive
577,1/13/2025 13:15:53,We must also be carefull not to chose cheeper and a bigger footprint.,Other,we must also be carefull not to chose cheeper and a bigger footprint.,8/3/2023,https://www.linkedin.com/posts/michael-havbro-faber-22898414_advarer-mod-hastv%C3%A6rk-med-energi%C3%B8-nords%C3%B8en-activity-7092898992287531008-CnVQ?trk=public_profile_like_view,LinkedIn,Social media,2023,1179.741089,2299.104492,Are there more cost-effective ways to reach the emissions targets?,True,neither,neither
701,1/13/2025 12:46:55,"Der er mange hensyn at tage, når Energinet skal finde det bedst egnede sted til ny højspændingsstation. Lige nu er processen i gang for de nye anlæg, der skal opføres på land i forbindelse med Energiø Bornholm og Energiø Nordsøen. Energiøerne er et kæmpe skridt på vejen mod den grønne omstilling.

Og grøn omstilling har en pris, for sådan en højspændingsstation fylder godt i landskabet.",Energinet,"we state that there are many considerations when finding the best location for a new high-voltage station. currently, the process is underway for new facilities to be built on land in connection with energy island bornholm and energy island north sea. these energy islands are a significant step towards the green transition. however, the green transition comes at a cost, as such a high-voltage station takes up considerable space in the landscape. energinet has identified areas in bornholm, zealand, and jutland as suitable for new facilities.",1/13/2023,https://dk.linkedin.com/posts/energinet-dk_energy-energyisland-gr%C3%B8nomstilling-activity-6948545801857986560-ZTlb,LinkedIn,Social media,2023,-2515.018311,-289.936066,Do we have the right assessment criteria to evaluate if energy islands are a good idea?,True,positive,positive
704,1/13/2025 12:48:08,"Vi er mange som glæder os til at læse forklaringen på, at en placering ved Solhøj er bedre end alternativet ved Avedøre. Sidstnævnte sted er der jo i forvejen store tekniske anlæg, der er plads, der er en god kulstofkilde til Ptx, overskudsvarme kan leveres direkte til fjernvarmesystemet osv.  - det lyder bare så meget bedre når vi jo gerne vil en sektorkobling i den grønne omstilling, Håber disse forhold belyses grundigt i miljørapporten.",LinkedIn user,"i await an explanation of why the solhøj location is better than the alternative at avedøre. the latter already has large technical facilities, space, a good carbon source for ptx, and surplus heat that can be directly supplied to the district heating system. this sounds much better for sector coupling in the green transition. the it-architect hopes these aspects are thoroughly addressed in the environmental report.",1/13/2023,https://dk.linkedin.com/posts/energinet-dk_energy-energyisland-gr%C3%B8nomstilling-activity-6948545801857986560-ZTlb,LinkedIn,Social media,2023,-1773.061768,-33.300297,Do we have the right assessment criteria to evaluate if energy islands are a good idea?,True,Negative,Negative
705,1/13/2025 12:49:05,"Efter min tilbagekomst til Danmark i 2020 fik jeg muligheden for at lede de geofysiske og geotekniske forundersøgelser for den planlagte energiø i Nordsøen for Energinet. Et storstilet projekt af en størrelse ikke set tidligere og med meget fokus fra politisk side også. Til at starte med blev Nordsø delen fremhævet som et projekt der blandt andet omhandlede anlæggelse af en kunstig ø 100 km ude i Nordsøen. 
De efterfølgende 2 år skete der mange ting som har ændret billedet meget og i dag er det klart at der ikke kommer en kunstig anlagt ø. Men hvad så? Der går mange rygter og man kan læse mange forskellige ting rundt omkring.",Other,"i lead the geophysical and geotechnical preliminary investigations for the planned energy island in the north sea for energinet. this was a large-scale project of unprecedented size with significant political focus. initially, the north sea part was highlighted as a project involving the construction of an artificial island 100 km out in the north sea. over the following two years, many developments have significantly changed the picture, and it is now clear that there will not be an artificial island. however, there are many rumors and various things being read about the situation.",5/13/2024,https://dk.linkedin.com/posts/martinbakhansen_finans-podcast-gr%C3%B8nne-penge-1-energi%C3%B8er-activity-7193142095736422400-t7Co,LinkedIn,Social media,2024,1061.554565,-940.590637,None,True,positive,positive
706,1/13/2025 12:49:50,"Grøn omstilling kalder på ny viden, teknologi og innovation – også inden for energisystemer! Det kan Energinet både bidrage med og lære af! 

Vi er derfor gået sammen med forskere, Bornholms Regionskommune og virksomheder inden for vind- og energisektoren i #BalticEnergyIsland om at teste og udvikle nye løsninger for #energiøer og energisystemer globalt, der skal til for blandt andet at kunne realisere det store potentiale for havvind i Østersøen. 
 
Den gode nyhed falder på et godt tidspunkt. Danmark og Tyskland har netop indgået en aftale, der skruer op for havvind fra Energiø Bornholm fra 2 til 3 GW, som også skal komme vores tyske naboer til gode. I dag er Danmark vært for topmøde i Østersøen, der skal styrke samarbejdet om energiforsyning på tværs af landene omkring Østersøen.",Energinet,"we emphasize that the green transition requires new knowledge, technology, and innovation, especially in energy systems. we can both contribute to and learn from this process. therefore, we have partnered with researchers, bornholm regional municipality, and companies in the wind and energy sector in the baltic energy island initiative to test and develop new solutions for energy islands and energy systems globally. this is essential to realize the significant potential for offshore wind in the baltic sea.

the good news comes at an opportune time. denmark and germany have just agreed to increase offshore wind capacity from energy island bornholm from 2 to 3 gw, benefiting their german neighbors as well. today, denmark is hosting a baltic sea summit to strengthen cooperation on energy supply among the countries around the baltic sea.",1/13/2023,https://dk.linkedin.com/posts/energinet-dk_we-innovate-the-global-energy-system-baltic-activity-6970381837181321216-o5Mq,LinkedIn,Social media,2023,-168.523911,241.753326,European cooperation and its importance to energy island projects.,True,positive,positive
709,1/13/2025 12:50:55,"Men til hvilken pris? Og hvad med kapacitetsfaktoren. Det ville da om noget hjælpe til med forsyningssikkerheden, at kapacitetsfaktoren er i top?",LinkedIn user,i question the cost of the energy island project in the baltic sea and the capacity factor. i suggest that having a high capacity factor would significantly help with supply security.,1/13/2023,https://dk.linkedin.com/posts/energinet-dk_we-innovate-the-global-energy-system-baltic-activity-6970381837181321216-o5Mq,LinkedIn,Social media,2023,657.129944,-455.06311,How to finance the energy islands?,True,Neither,Neither
711,1/13/2025 12:51:47,"Der er en første gang for alting. F.eks. når det lille-lille-bitte-bornholmske elnet engang i 2030 skal kobles sammen med de voldsomme kræfter fra Energiø Bornholms 2-3 GW vindmøller. Bornholm har på den måde placeret sig i centrum for en spændende teknologisk rejse. For rent faktisk, så er der i dag ingen, der aner om og hvordan det kan lade sig gøre.",Other,"there is a first time for everything. for example, in 2030, the tiny bornholm electricity grid will be connected to the massive forces of energy island bornholm's 2-3 gw wind turbines. bornholm has thus positioned itself at the center of an exciting technological journey. in fact, no one currently knows if or how this can be achieved.",1/13/2023,https://www.linkedin.com/posts/beof_der-er-en-f%C3%B8rste-gang-for-alting-feks-activity-6909131540526505984-ASVk?trk=public_profile_like_view,LinkedIn,Social media,2023,-3068.018799,-1017.192261,Uncertainty about High Voltage Direct Current (HVDC) technology.,True,positive,positive
714,1/13/2025 12:52:52,"Så brug dog en eksisterende ø, fremfor at lave ændringer i det naturlige skabte hele tiden! Der er der intet positiv i.",LinkedIn user,"concerning the construction of an artificial island for the energy island, i think that instead of constantly altering natural formations, an existing island should be used. i believe there is nothing positive about making continuous changes to naturally created environments.",1/13/2023,https://dk.linkedin.com/posts/orsted_mere-end-bare-en-%C3%B8-activity-6915256242814746624-ZaP_,LinkedIn,Social media,2023,1663.654419,-1358.518433,Marine life and evironmental impact of constructing energy islands,True,Negative,Negative
716,1/13/2025 12:53:30,"“Der er en stor ekstraregning for samfundet ved at flytte vindmøllerne ud på havet i forhold til at bygge på land. Og så er der yderligere en ekstraregning ved projektet på Bornholm, som ser ekstraordinært udfordret ud”",Other,"there is a significant additional cost to society when moving wind turbines offshore compared to building them on land. additionally, there is an extra cost associated with the project on bornholm, which appears to be extraordinarily challenging.",1/13/2024,https://www.linkedin.com/posts/kraka-economics_dkpol-dkmedier-dkgreen-activity-7063787591396937728--J5b/?originalSubdomain=dk,LinkedIn,Social media,2024,-2545.495361,-515.930969,How to finance the energy islands?,True,Negative,Negative
717,1/13/2025 12:53:50,"Energiø Bornholm skal levere grøn energi i en skala, der hidtil ikke er set i Danmark. Kapaciteten svarer til det årlige elforbrug i 3,3 mio. danske husstande. De to landanlæg – inkl. beplantning, adgangsveje, regnvandssøer mm. - dækker et område på henholdsvis 111 hektar syd for Aakirkeby på Bornholm og 50 hektar ved Solhøj på Sjælland. Derudover skal der nedlægges mere end 200 km søkabel samt 31 kilometer landkabel.",Other,"energy island bornholm will deliver green energy on an unprecedented scale in denmark, with a capacity equivalent to the annual electricity consumption of 3.3 million danish households. the two land facilities, including planting, access roads, rainwater ponds, etc., cover an area of 111 hectares south of aakirkeby on bornholm and 50 hectares at solhøj on zealand. additionally, more than 200 km of submarine cable and 31 km of land cable will be laid.",5/13/2024,https://dk.linkedin.com/posts/norconsult-danmark_energi%C3%B8bornholm-everydayweimproveeverydaylife-activity-7192117520701509633-OIM5,LinkedIn,Social media,2024,-2405.809814,-574.763611,None,True,positive,positive
718,1/13/2025 12:54:06,"1,6 mia. kr. i statsstøtte om året i 20 år – så meget forventes Energiø Bornholm at koste danske skatteydere.

Cheføkonom Mikael Bjørk Andersen tager i det seneste afsnit af Guld og Grønne skove en snak med vært Lars Trier Mogensen om den store milliardregning, som Energiø Bornholm ventes at koste, samt hvorfor det nok er på tide at få flere vindmøller på land, hvis vi gerne vil have mere grøn energi hurtigere og billigere. 

Der er nemlig en gevinst på hele 500 mio. kr. om året pr. GW ved at etablere vindmøller på land i stedet for på havet. 

Som nævnt i indslaget var vi allerede bekymret over Energiø Bornholm i efteråret 2022",Kraka Economics,"energy island bornholm is expected to cost danish taxpayers dkk 1.6 billion in state support annually for 20 years.

chief economist mikael bjørk andersen discusses with host lars trier mogensen the significant billion-kroner bill that energy island bornholm is expected to incur and why it might be time to install more wind turbines on land if we want more green energy faster and cheaper.

there is a benefit of dkk 500 million per year per gw by establishing wind turbines on land instead of at sea.

as mentioned in the segment, we were already concerned about energy island bornholm in the fall of 2022.",1/13/2024,https://www.linkedin.com/posts/kraka-economics_dkpol-dkmedier-dkgreen-activity-7063787591396937728--J5b/?originalSubdomain=dk,LinkedIn,Social media,2024,-1958.551147,-749.007324,How to finance the energy islands?,True,negative,negative
722,1/13/2025 13:07:59,De danske energiøer er indbegrebet af innovation og nye tekniske løsninger. Med hashtag#energiøer kan vi høste enorme mængder af grøn strøm fra havvindmølleparkerne langt ude på havet til både Danmark og resten af Europa,Energinet,"the danish energy islands epitomize innovation and new technical solutions. with energy islands, we can harvest enormous amounts of green electricity from offshore wind farms far out at sea for both denmark and the rest of europe.",1/13/2024,https://www.linkedin.com/posts/energinet-dk_energi%C3%B8er-%C3%B8bisserne-activity-7058700170774900736-HJ-t/?originalSubdomain=dk,LinkedIn,Social media,2024,847.095398,170.866928,Are energy islands a good investment for innovation and economic growth?,True,Positive,Positive
723,1/13/2025 13:08:10,"I dag kan vi sammen med Ørsted og Per Aarsleff A/S løfte sløret for vores visioner for Nordsøens Energiø.
Når vi bygger en energiø i Nordsøen handler det ikke kun om at bygge et nyt stykke Danmark. Det handler i højere grad om, hvordan vi gør det danske energisystem robust, når det en dag er baseret udelukkende på vedvarende energi.
…
Danmark får på den måde en energiø, der allerede fra start er klar til en ukendt teknologisk fremtid, og som i årtier fremover kan være krumtappen i Danmarks verdensledende tilgang til klimahandling. 
…
”Vi tror på, at fleksibiliteten i vores koncept er en stor fordel og skaber en rigtig god, klimavenlig energiløsning. Det er helt afgørende, når vi går ind i en langsigtet investering som denne,” siger Claus Wiinblad, vicedirektør i ATP.
”Grundlaget er til stede for at skabe et fornuftigt, risikojusteret afkast, og samtidig investerer vi i den grønne omstilling. På den måde matcher Nordsøens energiø både ATP’s klimaambitioner og målsætningen om at skabe de bedst mulige pensioner.”",Other,"we’re creating an energy island that is ready from the start to adapt to an unknown technological future. this island will stand for decades as a cornerstone of denmark’s world-leading approach to climate action.
what truly excites us is the flexibility of our concept. we believe it offers a major advantage, delivering a strong and climate-friendly energy solution. and this is absolutely essential when we’re committing to such a long-term investment.
the foundation is here to create a sound, risk-adjusted return, while also contributing to the green transition. this means the north sea energy island aligns perfectly with atp’s climate ambitions and our goal of securing the best possible pensions for our members.",1/13/2023,https://www.linkedin.com/posts/atp_i-dag-kan-vi-sammen-med-%C3%B8rsted-og-per-aarsleff-activity-6915180893930180608-qdlv/?originalSubdomain=dk,LinkedIn,Social media,2023,683.838379,-67.929535,Are energy islands a good investment for innovation and economic growth?,True,positive,positive
724,1/13/2025 13:08:50,"Nordsøens Energiø består af en lille inddæmmet ø, der udbygges med fleksible moduler, som løbende kan tilføjes og udskiftes efter behov. Moduler bygges på land og tilkobles øen, så den let kan opgraderes til at forbinde mere end de 10 gigawatt havvind, der er Danmarks nuværende ambition, ligesom den kan tilpasses til at rumme den rivende udvikling inden for Power-to-X og andre teknologier i både 2030 og 2050.
“Med dette koncept har vi taget kendte teknologier og byggemetoder og sammensat dem på en ny, intelligent og banebrydende måde tilpasset det barske miljø i Nordsøen. Det betyder, at vi kan give danskerne en energiø, som kan sikre en enorm skalering af havvind, som fra start er klar til fremtidige behov”, siger Jesper Kristian Jacobsen, administrerende direktør i Aarsleff, der leder entreprenørkonsortiet",Other,"the energy island in the north sea combines well-established technologies and construction methods in a new, intelligent, and groundbreaking way specifically designed for the harsh conditions of the north sea. this approach enables us to deliver an energy island for denmark that facilitates a massive scaling of offshore wind energy and is prepared from the outset to meet future needs",1/13/2023,https://www.linkedin.com/posts/per-aarsleff-as_i-dag-har-%C3%B8rsted-atp-og-partnere-pr%C3%A6senteret-activity-6915194845707862016-m9UL/?originalSubdomain=dk,LinkedIn,Social media,2023,1142.121826,-28.655918,Power-to-X and energy storage,True,Positive,Positive
725,1/13/2025 13:08:58,"Ligesom Danmark vil Belgien nemlig opføre en kunstig energiø i Nordsøen, der skal fungere som bindeled mellem store havvindmølleparker og det landbaserede højspændingsnet, der forsyner de europæiske forbrugere.",Other,"i know that the artificial energy island in the north sea that belgium plans to build, will serve as a link between large offshore wind farms and the onshore high-voltage grid that supplies european consumers.",1/13/2024,https://www.linkedin.com/posts/sorenbobasselbjerg_windeurope23-energi%C3%B8er-northseaenergyisland-activity-7057050351346016256-3g7h/?originalSubdomain=dk,LinkedIn,Social media,2024,2061.717529,-333.141693,None,True,Positive,Positive
726,1/13/2025 13:09:36,"DNV is pre-qualified for Energinet's offer of technical advice on the electrical installation part of Denmark's future energy island in the North Sea - a task of high importance to utilize the North Sea as Europe’s green power plant and achieve the decarbonization targets in the Esbjerg Group Joint Declaration.
The energy islands are a prerequisite for us to achieve the massive buildout of offshore wind with many 100 gigawatts. Given their broad scope and immense scale, offshore energy islands/hubs are at the cutting edge of pioneering and complex infrastructures and require a multi-faceted approach to connect the details, understand the bigger picture, and navigate through the many interrelated assets, systems and operations. 
DNV is a trusted independent advisor for full energy system thinking. Our broad expertise across the entire energy industry, from Energy Islands, renewables, electricity, oil and gas to offshore and maritime, in addition to technical expertise and regulatory understanding, allows us to think across sectors and support the integration of all energy systems – and provide full energy systems thinking for our customers.",Other,"we find that  the electrical installation part of denmark's future energy island in the north sea is a task of high importance to utilize the north sea as europe’s green power plant and achieve the decarbonization targets in the esbjerg group joint declaration. 
the energy islands are a prerequisite for us to achieve the massive buildout of offshore wind with many 100 gigawatts. given their broad scope and immense scale, offshore energy islands/hubs are at the cutting edge of pioneering and complex infrastructures and require a multi-faceted approach to connect the details, understand the bigger picture, and navigate through the many interrelated assets, systems and operations.",1/13/2023,https://www.linkedin.com/posts/dnv-energysystems_ukendt-r%C3%A5dgiverk%C3%A6mpe-i-spil-til-afg%C3%B8rende-activity-7062376017562128384-bknH/,LinkedIn,Social media,2023,1067.300293,40.323257,Do we have the right assessment criteria to evaluate if energy islands are a good idea?,True,positive,positive
727,1/13/2025 13:09:45,"Det er stadig ikke godt nok, så jeg tager sagen videre. Der findes alternative løsninger til at bygge en ø. Hvilke alternativer har man undersøgt, og hvorfor er ø-løsningen den bedste for natur og klima? Venligst del dokumentation her.
Hvordan forholder man sig fx til Flow Battery teknologien, som ville kunne løse lagerproblematikken i Nordsøen helt anderledes klima- og naturvenligt med flydende enheder (skibe, pramme og flydende platforme)frem for at skulle anlægge en ø? 
Naturligvis koster det at bygge en ø i Nordsøen. Det har jeg ikke noget problem med. Det har jeg derimod hvis det viser sig at anlægget af øen belaster klimaet mere end den hjælper det.",LinkedIn user,"there are alternative solutions to building an island. what alternatives have been explored, and why is the island solution the best for nature and climate? 
how does one, for example, approach flow battery technology, which could address the storage challenges in the north sea in a completely different, climate- and nature-friendly way using floating units (ships, barges, and floating platforms) instead of constructing an island?
of course, building an island in the north sea comes with a cost. i have no issue with that. what i do take issue with, however, is if it turns out that constructing the island puts more strain on the climate than it helps mitigate.",1/13/2023,https://www.linkedin.com/posts/per-aarsleff-as_i-dag-har-%C3%B8rsted-atp-og-partnere-pr%C3%A6senteret-activity-6915194845707862016-m9UL/?originalSubdomain=dk,LinkedIn,Social media,2023,1738.563599,-1005.841736,Are there more cost-effective ways to reach the emissions targets?,True,neither,neither
728,1/13/2025 13:10:19,Det mest perspektivrige projekt i DK pt. Du er den helt rigtige i spidsen for det. Good luck.,LinkedIn user,i think that building the energy islands is the most promising project in denmark right now.,1/13/2023,https://www.linkedin.com/posts/mogens-hagelsk%C3%A6r-8000872_megaprojects-energyislands-gr%C3%B8nomstilling-activity-6971148395365179392-PEUG/?originalSubdomain=dk,LinkedIn,Social media,2023,232.061523,259.469482,None,True,Positive,Positive
729,1/13/2025 13:10:37,"#1 Først på ugen blev det offentliggjort, at Energiø Bornholm udvides fra 2 til 3 gigawatt havvind i 2030. Desuden vil Tyskland blive koblet til energiøen og dermed få del i den grønne strøm og bidrage til at betale regningen. Det vil forsyne millioner af husstande med grøn strøm og styrke den europæiske forsyningssikkerhed. 
 
#2 På tirsdagens topmøde på Marienborg indgik Danmark så en ny havvindsaftale med Estland, Letland og Litauen om at dele vores erfaringer med udbygning af havvind til baltiske specialister og myndigheder. Samarbejdet kommer til at sætte yderligere turbo på den grønne omstilling i Østersø-området.
 
#3 Og endelig i går afholdt Energistyrelsen og Energinet markeds dialog med potentielle bydere og branchen om rammerne for udbuddet af Energiø Bornholm Havvindmøllepark og andre havvindprojekter – tusind tak for det flotte fremmøde og den store interesse!",Other,the energy island will supply millions of households with green electricity and strengthen european energy security. the collaboration with baltic offshore wind development specialists will further accelerate the green transition in the baltic sea region.,1/13/2023,https://www.linkedin.com/posts/mogens-hagelsk%C3%A6r-8000872_megaprojects-energyislands-gr%C3%B8nomstilling-activity-6971148395365179392-PEUG/?originalSubdomain=dk,LinkedIn,Social media,2023,-338.292542,-126.079323,Energy security: will we have a stable energy supply?,True,positive,positive
987,1/13/2025 12:57:16,"As countries around the world push for deeper decarbonization of their energy systems, innovative technologies like power to X (PtX) are gaining attention. PtX refers to a system that uses renewable electricity to split water into hydrogen and oxygen via electrolysis. The resulting green hydrogen can then be combined with carbon dioxide to produce synthetic fuels or with nitrogen to produce ammonia and feedstocks.

A recent analysis looking at the potential to export green hydrogen and hydrogen-derived products from Chile to Europe highlights the economic challenge of molecular exports to decarbonize hard to abate sectors in Europe. Using PyH2A as modeling software and Fraunhofer's' PtX tool for additional analysis, my university and I have modeled transporting methanol, liquid hydrogen and ammonia from an export terminal in Antofagasta, Chile to Weserport in Germany.

Over the 30-day Panama Canal shipping route spanning 7,170 nautical miles, ammonia emerged as the most cost-effective product for export. However, this exceeds current European clean energy prices around $80/MWh. Conventional ammonia sells for €510/ton, while the modeled clean ammonia landed cost was €1,128/ton - over 120% higher.

This highlights a major current challenge with clean molecular exports – they are not yet economically viable versus domestic renewable generation in importing regions. Costs must fall further for green hydrogen and its derivatives to unlock new international markets.

That said, falling electrolyser costs and efficiency improvements will likely close the price gap over time. For nations with excellent renewables resources, exports can provide an economic upside to temporary overgeneration. This encourages faster scaling of production capacity to meet domestic and international needs.

Countries like Chile, Saudi Arabia and Australia see enormous potential in harnessing their renewable resources for clean fuel/feedstock exports at scale. But realistically, power to X is still in its infancy with logistical barriers around cryogenic transport, infrastructure compatibility, and strict safety regulations.

While uneconomic today, power to X represents an important avenue for spreading renewables globally into hard-to-abate sectors. Policy support and public-private partnerships can help drive down costs to make clean molecules cost-competitive sooner. Decarbonizing industries like heavy transport, shipping and aviation likely depends on clean hydrogen and its derivatives being adopted globally over the coming decades.",Other,"as countries strive for deeper decarbonization of their energy systems, i see innovative technologies like power-to-x (ptx) gaining increasing attention. ptx refers to a system that uses renewable electricity to split water into hydrogen and oxygen via electrolysis. the resulting green hydrogen can be combined with carbon dioxide to produce synthetic fuels or with nitrogen to produce ammonia and feedstocks.

a recent analysis i worked on, looking at the potential for exporting green hydrogen and hydrogen-derived products from chile to europe, highlighted the economic challenge of molecular exports for decarbonizing hard-to-abate sectors in europe. using pyh2a modeling software and fraunhofer's ptx tool, my university and i modeled transporting methanol, liquid hydrogen, and ammonia from an export terminal in antofagasta, chile, to weserport in germany.

over the 30-day panama canal shipping route spanning 7,170 nautical miles, ammonia emerged as the most cost-effective product for export. however, this exceeds current european clean energy prices around $80/mwh. conventional ammonia sells for €510/ton, while the modeled clean ammonia landed cost was €1,128/ton—more than 120% higher.

this analysis highlights a major challenge with clean molecular exports: they are not yet economically viable compared to domestic renewable generation in importing regions. the costs must decrease further for green hydrogen and its derivatives to unlock international markets.

however, i believe falling electrolyser costs and efficiency improvements will likely close this price gap over time. for nations with abundant renewable resources, exports can provide economic benefits during periods of temporary overgeneration. this encourages the faster scaling of production capacity to meet both domestic and international needs.

countries like chile, saudi arabia, and australia have enormous potential to harness their renewable resources for clean fuel and feedstock exports at scale. yet, realistically, ptx is still in its infancy, with logistical barriers like cryogenic transport, infrastructure compatibility, and strict safety regulations.

while ptx may be uneconomic today, i see it as an important avenue for spreading renewables globally into hard-to-abate sectors. with policy support and public-private partnerships, i am confident that we can drive down costs and make clean molecules cost-competitive sooner. decarbonizing industries such as heavy transport, shipping, and aviation likely depends on the global adoption of clean hydrogen and its derivatives in the coming decades.",1/3/2024,https://www.linkedin.com/pulse/power-x-challenges-exporting-clean-energy-massimiliano-cervo-i82ef/,LinkedIn,Social media,2024,2164.674316,890.404724,Power-to-X and energy storage,True,positive,positive
1161,1/13/2025 14:30:15,"Many of the necessary solutions required to enable a cost-efficient, stable, reliable and resilient operation of the energy islands have not yet been demonstrated at commercial scale…we see a series of potential chicken and egg issues where the developer of the energy islands needs to know the potential solutions from suppliers while suppliers await further specification from the developer",LinkedIn user,"many of the necessary solutions required to enable a cost-efficient, stable, reliable and resilient operation of the energy islands have not yet been demonstrated at commercial scale…we see a series of potential chicken and egg issues where the developer of the energy islands needs to know the potential solutions from suppliers while suppliers await further specification from the developer",12/23/2021,https://www.linkedin.com/pulse/energy-island-neverland-actual-chiagoro-ahaotu,LinkedIn,Social media,2021,1661.483765,-1300.155884,Do we have the right assessment criteria to evaluate if energy islands are a good idea?,True,negative,negative
